,position,country,name,club,boots,age,height,name_ko,id,team_name,eng_name_x,color_x,img,boots_ko,boots_img,img_src,position_ko,country_ko
318,Defender,Germany,Benjamin Henrichs,RB Leipzig,Nike Mercurial Superfly,28,185,벤야민 헨리히스,826228579,RB 라이프치히,RB Leipzig,#DD0741,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826228579.png,나이키 머큐리얼 슈퍼플라이,https://www.footballbootsdb.com/logos/boots/7/3.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/178475.png,수비수,독일
319,Goalkeeper,France,Benjamin Lecomte,Montpellier HSC,Nike Phantom GX Elite,33,186,벤자민 르콩트,218200726,몽펠리에,Montpellier HSC,#40547D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p218200726.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/10249.png,골키퍼,프랑스
320,Defender,France,Benjamin Pavard,Inter,adidas F50 Elite,28,186,벤자민 파바르,825226851,인테르 밀라노,Inter,#010E80,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p226851.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8636.png,수비수,프랑스
321,Forward,Slovenia,Benjamin Sesko,RB Leipzig,Nike Mercurial Vapor 16 Elite,21,195,벤자민 셰슈코,804260592,RB 라이프치히,RB Leipzig,#DD0741,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p804260592.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/178475.png,공격수,슬로베니아
322,Goalkeeper,Switzerland,Benjamin Siegrist,Genoa CFC,adidas Predator Elite,33,196,벤자민 지그리스트,323202886,제노아,Genoa CFC,CB1111,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p202886.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10233.png,골키퍼,스위스
323,Defender,France,Benoît Badiashile,Chelsea,adidas X Crazyfast Elite LL,23,194,브누아 바디아실,283242578,첼시,Chelsea,#064B95,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p283242578.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8455.png,수비수,프랑스
324,Defender,Albania,Berat Djimsiti,Atalanta BC,adidas Predator Elite,32,190,베라트 짐시티,221208165,아탈란타,Atalanta BC,#004CA6,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p221208165.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8524.png,수비수,알바니아
325,Defender,Brazil,Bernardo,VfL Bochum,Mizuno Morelia Neo IV Beta Japan,29,186,베르나르두,260232805,보훔,VfL Bochum,#0868B0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p260232805.png,미즈노 모렐리아 네오 IV 베타 Japan,https://www.footballbootsdb.com/logos/boots/2024/07/669925dd66af2.png,https://images.fotmob.com/image_resources/logo/teamlogo/9911.png,수비수,브라질
326,Midfielder,Portugal,Bernardo Silva,Manchester City,adidas Copa Pure 2 Elite,30,173,베르나르두 실바,206218667,맨체스터 시티,Manchester City,#69A8D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p218667.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png,미드필더,포르투갈
327,Goalkeeper,Germany,Bernd Leno,Fulham,Puma Ultra Ultimate,32,190,베른트 레노,207192563,풀럼,Fulham,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p192563.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9879.png,골키퍼,독일
328,Forward,Turkey,Bertuğ Yıldırım,Getafe CF,adidas X Crazyfast Elite,22,191,베르투 윌드름,300267905,헤타페,Getafe CF,#084888,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p267905.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8305.png,공격수,튀르키예
329,Midfielder,Morocco,Bilal El Khannouss,Leicester City,Puma Ultra Ultimate,20,180,빌랄 엘 칸누스,300257504,레스터 시티,Leicester City,#0D47A1,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p257504.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8197.png,미드필더,모로코
330,Midfielder,Morocco,Bilal Nadir,Olympique de Marseille,Nike Mercurial Vapor 15 Elite,21,179,빌랄 나디르,300263602,올림피크 마르세유,Olympique de Marseille,#007EC1,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p263602.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8592.png,미드필더,모로코
331,Midfielder,Scotland,Billy Gilmour,SSC Napoli,adidas Predator Elite FT,23,170,빌리 길모어,221245992,나폴리,SSC Napoli,#12A0D7,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p245992.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9875.png,미드필더,스코틀랜드
332,Midfielder,Mali,Birama Touré,Montpellier HSC,Nike Mercurial Vapor 15 Elite,32,183,비라마 투레,300209698,몽펠리에,Montpellier HSC,#40547D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p209698.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/10249.png,미드필더,말리
333,Midfielder,Iceland,Bjarki Bjarkason,Venezia FC,Nike Mercurial Vapor 14 Elite,24,180,비아르키 비아르카손,300258533,베네치아,Venezia FC,#101010,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p258533.png,나이키 머큐리얼 베이퍼 14 Elite,https://www.footballbootsdb.com/logos/boots/2022/06/62b43c83c267f.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/7881.png,미드필더,아이슬란드
334,Forward,Jamaica,Bobby De Cordova-Reid,Leicester City,Skechers Razor,32,170,바비 데 코르도바-리드,300203502,레스터 시티,Leicester City,#0D47A1,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p203502.png,스케쳐스 레이저,https://www.footballbootsdb.com/logos/boots/2024/11/6738a9e84c9fb.png,https://images.fotmob.com/image_resources/logo/teamlogo/8197.png,공격수,자메이카
335,Forward,North Macedonia,Bojan Miovski,Girona FC,Nike Mercurial Vapor 16 Elite,25,189,보얀 미오프스키,300269953,지로나,Girona FC,#CF152D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p269953.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/7732.png,공격수,북마케도니아
336,Forward,Spain,Borja Iglesias,RC Celtic of Vigo,adidas X Crazyfast Elite LL,32,187,보르하 이글레시아스,291224179,셀타 데 비고,RC Celtic of Vigo,#67ADE0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291224179.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9910.png,공격수,스페인
337,Forward,Spain,Borja Mayoral,Getafe CF,Nike Phantom GX 2 Elite,27,182,보르하 마요랄,291228635,헤타페,Getafe CF,#084888,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291228635.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8305.png,공격수,스페인
338,Midfielder,Croatia,Borna Sosa,Torino FC,adidas Copa Pure 2 Elite KT,27,187,보르나 소사,262243388,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p262243388.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,미드필더,크로아티아
339,Defender,Hungary,Botond Balogh,Parma Calcio 1913,Nike Mercurial Superfly 9 Elite,22,189,보톤드 벌로,815258708,파르마,Parma Calcio 1913,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p258708.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/10167.png,수비수,헝가리
340,Goalkeeper,Senegal,Boubacar Fall,AS Saint-Etienne,adidas Predator Elite,24,198,부바카르 팔,300260326,생테티엔,AS Saint-Etienne,#1D995B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p260326.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9853.png,골키퍼,세네갈
341,Midfielder,France,Boubacar Kamara,Aston Villa,adidas Predator Elite,25,184,부바카르 카마라,210236987,애스턴 빌라,Aston Villa,#7D1142,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210236987.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10252.png,미드필더,프랑스
342,Midfielder,France,Boubakary Soumaré,Leicester City,Nike Phantom GT2 Elite,25,188,부바카리 수마레,219239817,레스터 시티,Leicester City,#0D47A1,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p219239817.png,나이키 팬텀 GT2 Elite,https://www.footballbootsdb.com/logos/boots/2023/06/6490670718866.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8197.png,미드필더,프랑스
343,Forward,Senegal,Boulaye Dia,SS Lazio,Nike Mercurial Vapor 15 Elite,28,180,불라이 디아,291246242,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291246242.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,공격수,세네갈
344,Forward,France,Bradley Barcola,Paris Saint-Germain,adidas F50 Elite LL,22,182,브래들리 바르콜라,832264652,파리 생제르맹,Paris Saint-Germain,#273F6D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p832264652.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9847.png,공격수,프랑스
345,Defender,France,Bradley Locko,Stade Brestois 29,adidas F50 Elite,22,180,브래들리 로코,820263908,브레스트,Stade Brestois 29,#ED1C24,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p820263908.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8521.png,수비수,프랑스
346,Forward,Morocco,Brahim Díaz,Real Madrid,adidas F50 Elite,25,170,브라힘 디아즈,825231410,레알 마드리드,Real Madrid,#085098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p825231410.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8633.png,공격수,모로코
347,Midfielder,Spain,Brais Méndez,Real Sociedad,adidas Predator Elite FT,28,184,브라이스 멘데스,219235944,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p219235944.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,미드필더,스페인
348,Forward,Germany,Brajan Gruda,Brighton & Hove Albion,adidas F50 Elite LL,20,178,브라이얀 그루다,300272612,브라이턴 앤 호브,Brighton & Hove Albion,#0850A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p272612.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,공격수,독일
349,Goalkeeper,England,Brandon Austin,Tottenham Hotspur,Under Armour Magnetico Elite 3,26,188,브랜든 오스틴,300236568,토트넘 홋스퍼,Tottenham Hotspur,#132257,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p236568.png,언더아머 마그네티코 Elite 3,https://www.footballbootsdb.com/logos/boots/2024/05/6632287cdfd6a.png,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,골키퍼,영국
350,Forward,Switzerland,Breel Embolo,AS Monaco,Nike Mercurial Vapor 16 Elite,28,187,브릴 엠볼로,206222357,모나코,AS Monaco,#C80C13,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p222357.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/9829.png,공격수,스위스
351,Defender,Brazil,Bremer,Juventus,adidas Predator Elite FT,27,188,브레메르,267239580,유벤투스,Juventus,#000001,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p267239580.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9885.png,수비수,브라질
352,Defender,France,Brendan Chardonnet,Stade Brestois 29,Puma Future 7 Ultimate,30,181,브렌단 샤르도네,834215410,브레스트,Stade Brestois 29,#ED1C24,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p834215410.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8521.png,수비수,프랑스
353,Forward,Wales,Brennan Johnson,Tottenham Hotspur,adidas F50 Elite LL,23,186,브레넌 존슨,273251421,토트넘 홋스퍼,Tottenham Hotspur,#132257,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273251421.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,공격수,웨일스
354,Forward,Brazil,Brenner,Udinese Calcio,Nike Mercurial Vapor 14 Elite,25,175,브레네르,300240332,우디네세,Udinese Calcio,#101010,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p240332.png,나이키 머큐리얼 베이퍼 14 Elite,https://www.footballbootsdb.com/logos/boots/2022/06/62b43c83c267f.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8600.png,공격수,브라질
355,Midfielder,Congo Dr,Brian Bayeye,Torino FC,adidas X Crazyfast Elite,24,182,브라이언 바예예,300271480,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p271480.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,미드필더,콩고
356,Defender,Spain,Brian Oliván,RCD Espanyol,adidas X Crazyfast Elite LL,30,175,브라이언 올리반,300228326,에스파뇰,RCD Espanyol,#1954B2,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p228326.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8558.png,수비수,스페인
357,Goalkeeper,France,Brice Samba,Stade Rennais FC,Puma Future 7 Ultimate,30,187,브리스 삼바,829204883,렌,Stade Rennais FC,#E13327,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p829204883.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,골키퍼,프랑스
358,Midfielder,Portugal,Bruno Fernandes,Manchester United,Nike Mercurial Vapor 16 Elite,30,179,브루누 페르난데스,206212198,맨체스터 유나이티드,Manchester United,#C70101,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p212198.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/10260.png,미드필더,포르투갈
359,Midfielder,Brazil,Bruno Guimarães,Newcastle United,adidas F50 Elite,27,182,브루누 기마랑이스,221247851,뉴캐슬 유나이티드,Newcastle United,#141413,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p221247851.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10261.png,미드필더,브라질
360,Midfielder,Italy,Bryan Cristante,AS Roma,adidas Predator Elite,29,186,브라이언 크리스탄테,826208268,로마,AS Roma,#9C0922,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826208268.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,미드필더,이탈리아
